review_id,review_text,predicted_sentiment,probability_positive,probability_negative,probability_neutral,dataset,price_range,meal_type,review_stars
10234,Can't recommend this place enough!,positive,0.758,0.214,0.028,Restaurant Reviews (Bakeoff),$,Takeout,2.3
10235,I'm very happy with everything here.,positive,0.535,0.269,0.195,Restaurant Reviews (Bakeoff),$$$,Dinner,3.3
10236,The service was slow and the food was under-seasoned.,negative,0.642,0.22,0.138,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.3
10237,Nothing special about this place.,neutral,0.616,0.329,0.055,Restaurant Reviews (Bakeoff),$$$,Brunch,2.1
10238,The staff was friendly and the food was remarkable.,positive,0.793,0.079,0.128,Restaurant Reviews (Bakeoff),$$$,Dinner,2.1
10239,I'm very happy with everything here.,positive,0.564,0.141,0.295,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.1
10240,Wonderful experience from start to finish.,positive,0.669,0.126,0.205,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.9
10241,Absolutely delicious food and great service.,positive,0.655,0.137,0.208,Restaurant Reviews (Bakeoff),$,Lunch,1.5
10242,What a great hidden gem!,positive,0.637,0.109,0.254,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.8
10243,The portion was small and overpriced.,negative,0.623,0.154,0.224,Restaurant Reviews (Bakeoff),$,Dinner,2.1
10244,Terrible experience - extremely disappointing.,negative,0.816,0.138,0.046,Restaurant Reviews (Bakeoff),$,Lunch,1.3
10245,I got sick after eating here.,negative,0.659,0.279,0.062,Restaurant Reviews (Bakeoff),$,Takeout,2.1
10246,"It's an average place, nothing more.",neutral,0.561,0.176,0.263,Restaurant Reviews (Bakeoff),$$,Takeout,3.3
10247,The portion was small and overpriced.,negative,0.633,0.147,0.22,Restaurant Reviews (Bakeoff),$,Takeout,4.1
10248,The food was okay and the service was fine.,neutral,0.714,0.178,0.108,Restaurant Reviews (Bakeoff),$,Takeout,4.6
10249,I'm very happy with everything here.,positive,0.72,0.264,0.016,Restaurant Reviews (Bakeoff),$$,Dinner,2.0
10250,The portion was small and overpriced.,negative,0.477,0.282,0.24,Restaurant Reviews (Bakeoff),$,Breakfast,1.8
10251,I'm very happy with everything here.,positive,0.531,0.226,0.243,Restaurant Reviews (Bakeoff),$$,Lunch,2.1
10252,Absolutely delicious food and great service.,positive,0.591,0.246,0.163,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.5
10253,"Not impressed, not disappointed - just standard.",neutral,0.698,0.105,0.196,Restaurant Reviews (Bakeoff),$,Brunch,4.4
10254,I'm very happy with everything here.,positive,0.621,0.129,0.25,Restaurant Reviews (Bakeoff),$,Dinner,1.1
10255,What a great hidden gem!,positive,0.645,0.193,0.163,Restaurant Reviews (Bakeoff),$,Lunch,4.2
10256,The service was slow and the food was bland.,negative,0.548,0.279,0.173,Restaurant Reviews (Bakeoff),$$,Brunch,2.6
10257,It's a standard restaurant overall.,neutral,0.708,0.057,0.236,Restaurant Reviews (Bakeoff),$$$$,Brunch,4.7
10258,The quality exceeded all expectations.,positive,0.676,0.091,0.233,Restaurant Reviews (Bakeoff),$$$,Takeout,4.6
10259,I'm very happy with everything here.,positive,0.601,0.242,0.158,Restaurant Reviews (Bakeoff),$,Dinner,5.0
10260,Decent value for money.,neutral,0.637,0.34,0.023,Restaurant Reviews (Bakeoff),$$$,Dinner,2.3
10261,Decent value for money.,neutral,0.86,0.066,0.073,Restaurant Reviews (Bakeoff),$,Breakfast,1.9
10262,Terrible experience - extremely disappointing.,negative,0.802,0.162,0.036,Restaurant Reviews (Bakeoff),$,Lunch,4.6
10263,The portion was small and overpriced.,negative,0.688,0.272,0.04,Restaurant Reviews (Bakeoff),$,Brunch,1.7
10264,I'm very happy with everything here.,positive,0.576,0.243,0.181,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.3
10265,The staff was friendly and the food was divine.,positive,0.715,0.25,0.035,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.3
10266,Terrible experience - extremely disappointing.,negative,0.628,0.196,0.176,Restaurant Reviews (Bakeoff),$,Brunch,2.6
10267,What a great hidden gem!,positive,0.631,0.042,0.327,Restaurant Reviews (Bakeoff),$$,Brunch,1.4
10268,The staff was friendly and the food was wonderful.,positive,0.512,0.182,0.306,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.6
10269,Nothing special about this place.,neutral,0.469,0.297,0.234,Restaurant Reviews (Bakeoff),$,Dinner,3.2
10270,The staff was friendly and the food was divine.,positive,0.552,0.408,0.041,Restaurant Reviews (Bakeoff),$$,Dinner,1.4
10271,Worst meal I've ever had.,negative,0.681,0.085,0.234,Restaurant Reviews (Bakeoff),$$$$,Takeout,1.3
10272,The dessert is to die for!,positive,0.617,0.105,0.278,Restaurant Reviews (Bakeoff),$$,Breakfast,2.1
10273,Worst meal I've ever had.,negative,0.529,0.354,0.117,Restaurant Reviews (Bakeoff),$$,Breakfast,4.3
10274,The food was okay and the service was fine.,neutral,0.575,0.251,0.174,Restaurant Reviews (Bakeoff),$$$,Breakfast,3.1
10275,What a great hidden gem!,positive,0.666,0.123,0.211,Restaurant Reviews (Bakeoff),$$,Lunch,1.5
10276,Absolutely delicious food and great service.,positive,0.661,0.129,0.21,Restaurant Reviews (Bakeoff),$$$$,Breakfast,2.0
10277,The staff was friendly and the food was exceptional.,positive,0.706,0.074,0.22,Restaurant Reviews (Bakeoff),$,Breakfast,4.4
10278,What a great hidden gem!,positive,0.766,0.015,0.219,Restaurant Reviews (Bakeoff),$$,Brunch,2.9
10279,Can't recommend this place enough!,positive,0.662,0.155,0.184,Restaurant Reviews (Bakeoff),$$,Lunch,2.2
10280,Can't recommend this place enough!,positive,0.604,0.044,0.352,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.1
10281,I got sick after eating here.,negative,0.649,0.084,0.267,Restaurant Reviews (Bakeoff),$,Lunch,1.0
10282,The dessert is to die for!,positive,0.762,0.031,0.207,Restaurant Reviews (Bakeoff),$$,Dinner,3.6
10283,The food was okay and the service was fine.,neutral,0.587,0.17,0.243,Restaurant Reviews (Bakeoff),$$$,Dinner,2.7
10284,The staff was friendly and the food was perfect.,positive,0.6,0.145,0.254,Restaurant Reviews (Bakeoff),$,Brunch,4.4
10285,Absolutely delicious food and great service.,positive,0.724,0.093,0.183,Restaurant Reviews (Bakeoff),$$$,Takeout,4.7
10286,The dessert is to die for!,positive,0.566,0.317,0.117,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.1
10287,Absolutely delicious food and great service.,positive,0.674,0.171,0.155,Restaurant Reviews (Bakeoff),$$$,Takeout,3.3
10288,The food was perfect!,positive,0.59,0.372,0.038,Restaurant Reviews (Bakeoff),$,Brunch,2.8
10289,The service was slow and the food was greasy.,negative,0.756,0.061,0.183,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.7
10290,Absolutely delicious food and great service.,positive,0.619,0.305,0.076,Restaurant Reviews (Bakeoff),$,Breakfast,1.3
10291,Wonderful experience from start to finish.,positive,0.679,0.079,0.241,Restaurant Reviews (Bakeoff),$$$,Dinner,1.7
10292,The portion was small and overpriced.,negative,0.636,0.224,0.14,Restaurant Reviews (Bakeoff),$,Lunch,3.5
10293,The food was incredible!,positive,0.743,0.201,0.056,Restaurant Reviews (Bakeoff),$$,Breakfast,2.6
10294,Can't recommend this place enough!,positive,0.67,0.206,0.124,Restaurant Reviews (Bakeoff),$$$$,Lunch,1.3
10295,The food was okay and the service was fine.,neutral,0.628,0.152,0.219,Restaurant Reviews (Bakeoff),$$$,Lunch,1.2
10296,I'm very happy with everything here.,positive,0.838,0.115,0.047,Restaurant Reviews (Bakeoff),$,Takeout,1.4
10297,The food was okay and the service was fine.,neutral,0.706,0.228,0.066,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.3
10298,What a great hidden gem!,positive,0.558,0.219,0.224,Restaurant Reviews (Bakeoff),$$,Lunch,3.7
10299,The staff was friendly and the food was excellent.,positive,0.74,0.15,0.11,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.6
10300,The food tasted like garbage.,negative,0.462,0.333,0.205,Restaurant Reviews (Bakeoff),$$$$,Brunch,4.9
10301,Can't recommend this place enough!,positive,0.687,0.067,0.246,Restaurant Reviews (Bakeoff),$$,Breakfast,1.5
10302,I got sick after eating here.,negative,0.588,0.187,0.225,Restaurant Reviews (Bakeoff),$$$$,Takeout,3.8
10303,The staff was friendly and the food was excellent.,positive,0.62,0.243,0.137,Restaurant Reviews (Bakeoff),$$$,Lunch,2.4
10304,Terrible experience - extremely disappointing.,negative,0.572,0.244,0.184,Restaurant Reviews (Bakeoff),$$$$,Dinner,1.8
10305,Nothing special about this place.,neutral,0.721,0.024,0.256,Restaurant Reviews (Bakeoff),$,Dinner,1.2
10306,The staff was friendly and the food was delicious.,positive,0.653,0.103,0.244,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.5
10307,What a great hidden gem!,positive,0.505,0.268,0.227,Restaurant Reviews (Bakeoff),$$$$,Breakfast,2.5
10308,I'm very happy with everything here.,positive,0.792,0.128,0.08,Restaurant Reviews (Bakeoff),$$,Takeout,1.5
10309,The dessert is to die for!,positive,0.652,0.14,0.208,Restaurant Reviews (Bakeoff),$$,Takeout,4.9
10310,Can't recommend this place enough!,positive,0.669,0.121,0.21,Restaurant Reviews (Bakeoff),$,Takeout,1.8
10311,The staff was friendly and the food was outstanding.,positive,0.656,0.301,0.043,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.4
10312,The food was superb!,positive,0.586,0.235,0.179,Restaurant Reviews (Bakeoff),$$,Takeout,4.4
10313,What a great hidden gem!,positive,0.632,0.349,0.019,Restaurant Reviews (Bakeoff),$$$$,Dinner,1.0
10314,The quality exceeded all expectations.,positive,0.514,0.276,0.21,Restaurant Reviews (Bakeoff),$$,Breakfast,3.9
10315,I got sick after eating here.,negative,0.669,0.236,0.095,Restaurant Reviews (Bakeoff),$,Takeout,2.1
10316,Absolutely delicious food and great service.,positive,0.711,0.089,0.2,Restaurant Reviews (Bakeoff),$,Lunch,2.9
10317,The quality exceeded all expectations.,positive,0.59,0.369,0.041,Restaurant Reviews (Bakeoff),$$,Brunch,4.5
10318,The portion was small and overpriced.,negative,0.801,0.126,0.073,Restaurant Reviews (Bakeoff),$$$,Lunch,3.6
10319,What a great hidden gem!,positive,0.545,0.319,0.136,Restaurant Reviews (Bakeoff),$$,Dinner,5.0
10320,Best meal in town!,positive,0.872,0.093,0.035,Restaurant Reviews (Bakeoff),$$,Lunch,2.1
10321,The dessert is to die for!,positive,0.707,0.245,0.049,Restaurant Reviews (Bakeoff),$$$$,Dinner,4.2
10322,Absolutely delicious food and great service.,positive,0.869,0.06,0.072,Restaurant Reviews (Bakeoff),$$,Dinner,3.2
10323,Can't recommend this place enough!,positive,0.666,0.203,0.131,Restaurant Reviews (Bakeoff),$,Breakfast,4.7
10324,The meal was mediocre but nothing memorable.,neutral,0.843,0.093,0.064,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.8
10325,The food was amazing!,positive,0.615,0.292,0.093,Restaurant Reviews (Bakeoff),$$$,Dinner,3.2
10326,Best meal in town!,positive,0.699,0.188,0.113,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.5
10327,The meal was passable but nothing memorable.,neutral,0.601,0.28,0.119,Restaurant Reviews (Bakeoff),$,Lunch,4.9
10328,The quality exceeded all expectations.,positive,0.499,0.286,0.215,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.3
10329,The food tasted like garbage.,negative,0.577,0.301,0.122,Restaurant Reviews (Bakeoff),$,Brunch,3.8
10330,Disgusting - never coming back.,negative,0.829,0.13,0.041,Restaurant Reviews (Bakeoff),$$,Takeout,3.0
10331,The dessert is to die for!,positive,0.574,0.211,0.214,Restaurant Reviews (Bakeoff),$$$$,Takeout,1.6
10332,Can't recommend this place enough!,positive,0.57,0.253,0.177,Restaurant Reviews (Bakeoff),$$$,Dinner,4.6
10333,Disgusting - never coming back.,negative,0.587,0.103,0.309,Restaurant Reviews (Bakeoff),$$$,Takeout,2.7
10334,Decent value for money.,neutral,0.806,0.113,0.081,Restaurant Reviews (Bakeoff),$$,Takeout,3.7
10335,Worst meal I've ever had.,negative,0.585,0.235,0.18,Restaurant Reviews (Bakeoff),$,Dinner,2.5
10336,The food was incredible!,positive,0.669,0.266,0.066,Restaurant Reviews (Bakeoff),$$,Dinner,1.3
10337,The dessert is to die for!,positive,0.662,0.274,0.064,Restaurant Reviews (Bakeoff),$$,Takeout,2.8
10338,Nothing special about this place.,neutral,0.853,0.035,0.113,Restaurant Reviews (Bakeoff),$,Breakfast,2.3
10339,Best meal in town!,positive,0.516,0.254,0.23,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.0
10340,The quality exceeded all expectations.,positive,0.582,0.185,0.233,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.9
10341,The portion was small and overpriced.,negative,0.58,0.15,0.27,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.3
10342,The food was outstanding!,positive,0.668,0.264,0.068,Restaurant Reviews (Bakeoff),$,Dinner,1.7
10343,Worst meal I've ever had.,negative,0.487,0.202,0.311,Restaurant Reviews (Bakeoff),$$$,Lunch,1.1
10344,Absolutely delicious food and great service.,positive,0.847,0.108,0.045,Restaurant Reviews (Bakeoff),$,Takeout,1.2
10345,Can't recommend this place enough!,positive,0.648,0.226,0.126,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.7
10346,"Not impressed, not disappointed - just reasonable.",neutral,0.543,0.153,0.303,Restaurant Reviews (Bakeoff),$$$,Dinner,1.4
10347,Absolutely delicious food and great service.,positive,0.523,0.371,0.105,Restaurant Reviews (Bakeoff),$$$$,Lunch,2.6
10348,The food was incredible!,positive,0.601,0.229,0.17,Restaurant Reviews (Bakeoff),$$,Dinner,1.2
10349,"I've had better, I've had worse.",neutral,0.749,0.232,0.018,Restaurant Reviews (Bakeoff),$,Dinner,3.7
10350,Disgusting - never coming back.,negative,0.683,0.231,0.086,Restaurant Reviews (Bakeoff),$$,Dinner,1.7
10351,The quality exceeded all expectations.,positive,0.638,0.3,0.062,Restaurant Reviews (Bakeoff),$$,Breakfast,3.5
10352,What a great hidden gem!,positive,0.873,0.032,0.095,Restaurant Reviews (Bakeoff),$,Lunch,2.2
10353,The food was acceptable.,neutral,0.679,0.141,0.18,Restaurant Reviews (Bakeoff),$,Dinner,2.7
10354,The staff was friendly and the food was incredible.,positive,0.714,0.093,0.193,Restaurant Reviews (Bakeoff),$$,Breakfast,2.3
10355,The food was unremarkable.,neutral,0.551,0.268,0.181,Restaurant Reviews (Bakeoff),$,Brunch,2.6
10356,Worst meal I've ever had.,negative,0.683,0.077,0.24,Restaurant Reviews (Bakeoff),$$$,Takeout,2.4
10357,Disgusting - never coming back.,negative,0.748,0.222,0.03,Restaurant Reviews (Bakeoff),$$,Breakfast,4.2
10358,The food was tasteless.,negative,0.548,0.311,0.141,Restaurant Reviews (Bakeoff),$,Breakfast,2.7
10359,What a great hidden gem!,positive,0.656,0.149,0.194,Restaurant Reviews (Bakeoff),$$,Dinner,1.4
10360,The food was okay and the service was fine.,neutral,0.742,0.226,0.032,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.3
10361,Wonderful experience from start to finish.,positive,0.754,0.081,0.165,Restaurant Reviews (Bakeoff),$$,Breakfast,4.5
10362,The food was disgusting.,negative,0.712,0.19,0.098,Restaurant Reviews (Bakeoff),$$$$,Lunch,1.1
10363,I'm very happy with everything here.,positive,0.748,0.141,0.111,Restaurant Reviews (Bakeoff),$,Breakfast,1.4
10364,The food was okay and the service was fine.,neutral,0.651,0.141,0.209,Restaurant Reviews (Bakeoff),$$$,Lunch,4.7
10365,The food was greasy.,negative,0.749,0.122,0.128,Restaurant Reviews (Bakeoff),$,Lunch,2.2
10366,Can't recommend this place enough!,positive,0.725,0.125,0.149,Restaurant Reviews (Bakeoff),$$$,Dinner,1.1
10367,The quality exceeded all expectations.,positive,0.487,0.258,0.256,Restaurant Reviews (Bakeoff),$$,Takeout,2.2
10368,Terrible experience - extremely disappointing.,negative,0.65,0.24,0.11,Restaurant Reviews (Bakeoff),$$$$,Breakfast,2.7
10369,Best meal in town!,positive,0.635,0.242,0.124,Restaurant Reviews (Bakeoff),$$,Lunch,1.8
10370,Best meal in town!,positive,0.84,0.115,0.046,Restaurant Reviews (Bakeoff),$,Breakfast,2.4
10371,Wonderful experience from start to finish.,positive,0.547,0.146,0.307,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.5
10372,The staff was friendly and the food was remarkable.,positive,0.713,0.232,0.055,Restaurant Reviews (Bakeoff),$$$,Lunch,2.0
10373,The food was ordinary.,neutral,0.718,0.209,0.073,Restaurant Reviews (Bakeoff),$$,Takeout,3.1
10374,The staff was friendly and the food was flawless.,positive,0.627,0.151,0.221,Restaurant Reviews (Bakeoff),$$,Breakfast,1.7
10375,Can't recommend this place enough!,positive,0.589,0.261,0.15,Restaurant Reviews (Bakeoff),$$,Breakfast,1.1
10376,The portion was small and overpriced.,negative,0.693,0.138,0.168,Restaurant Reviews (Bakeoff),$,Lunch,1.8
10377,The food was horrible.,negative,0.725,0.203,0.072,Restaurant Reviews (Bakeoff),$$,Takeout,5.0
10378,Decent value for money.,neutral,0.742,0.03,0.227,Restaurant Reviews (Bakeoff),$$$,Lunch,2.8
10379,Terrible experience - extremely disappointing.,negative,0.639,0.305,0.056,Restaurant Reviews (Bakeoff),$$,Dinner,4.1
10380,It's a standard restaurant overall.,neutral,0.787,0.105,0.107,Restaurant Reviews (Bakeoff),$$,Lunch,4.4
10381,"I've had better, I've had worse.",neutral,0.694,0.198,0.108,Restaurant Reviews (Bakeoff),$$,Breakfast,2.9
10382,Can't recommend this place enough!,positive,0.655,0.122,0.223,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.3
10383,Wonderful experience from start to finish.,positive,0.818,0.024,0.158,Restaurant Reviews (Bakeoff),$$$$,Brunch,4.8
10384,What a great hidden gem!,positive,0.632,0.087,0.28,Restaurant Reviews (Bakeoff),$$,Breakfast,2.3
10385,What a great hidden gem!,positive,0.625,0.086,0.289,Restaurant Reviews (Bakeoff),$$$,Takeout,2.1
10386,Can't recommend this place enough!,positive,0.643,0.185,0.172,Restaurant Reviews (Bakeoff),$$,Lunch,4.2
10387,The food was exceptional!,positive,0.661,0.119,0.219,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.5
10388,"I've had better, I've had worse.",neutral,0.851,0.055,0.094,Restaurant Reviews (Bakeoff),$$$$,Lunch,4.9
10389,What a great hidden gem!,positive,0.634,0.153,0.213,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.2
10390,Nothing special about this place.,neutral,0.578,0.149,0.273,Restaurant Reviews (Bakeoff),$$$,Brunch,1.2
10391,Worst meal I've ever had.,negative,0.815,0.101,0.085,Restaurant Reviews (Bakeoff),$,Takeout,4.8
10392,Worst meal I've ever had.,negative,0.878,0.073,0.049,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.8
10393,The quality exceeded all expectations.,positive,0.542,0.249,0.209,Restaurant Reviews (Bakeoff),$,Brunch,2.3
10394,The portion was small and overpriced.,negative,0.533,0.195,0.272,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.6
10395,Average quality at best.,neutral,0.598,0.386,0.016,Restaurant Reviews (Bakeoff),$$$,Breakfast,3.1
10396,The quality exceeded all expectations.,positive,0.652,0.121,0.228,Restaurant Reviews (Bakeoff),$,Brunch,4.2
10397,The quality exceeded all expectations.,positive,0.61,0.269,0.121,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.0
10398,Absolutely delicious food and great service.,positive,0.609,0.169,0.221,Restaurant Reviews (Bakeoff),$$,Dinner,2.3
10399,Complete rip-off for the price.,negative,0.635,0.269,0.096,Restaurant Reviews (Bakeoff),$$$$,Lunch,4.4
10400,I got sick after eating here.,negative,0.95,0.02,0.029,Restaurant Reviews (Bakeoff),$$,Lunch,1.4
