example_id,review_text,domain,predicted_sentiment,confidence,model_version
333,The plot was predictable and the acting was wooden.,Movies,neutral,0.624,BERT-base-finetuned
334,"It had its moments, but overall pretty average.",Movies,neutral,0.722,BERT-base-finetuned
335,The pacing was off and the ending felt rushed.,Movies,neutral,0.563,BERT-base-finetuned
336,Absolutely brilliant from start to finish!,Movies,positive,0.753,BERT-base-finetuned
337,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.612,BERT-base-finetuned
338,An absolute masterpiece that will leave you speechless!,Movies,positive,0.808,BERT-base-finetuned
339,A solid effort with some memorable scenes.,Movies,neutral,0.754,BERT-base-finetuned
340,One of the best films I've seen this year!,Movies,positive,0.778,BERT-base-finetuned
341,A decent watch but nothing groundbreaking.,Movies,neutral,0.833,BERT-base-finetuned
342,A solid effort with some memorable scenes.,Movies,neutral,0.74,BERT-base-finetuned
343,The plot was predictable and the acting was wooden.,Movies,neutral,0.75,BERT-base-finetuned
344,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.963,BERT-base-finetuned
345,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.818,BERT-base-finetuned
346,"Waste of time and money, completely disappointing.",Movies,negative,0.862,BERT-base-finetuned
347,A solid effort with some memorable scenes.,Movies,neutral,0.591,BERT-base-finetuned
348,Too long and self-indulgent for my taste.,Movies,neutral,0.749,BERT-base-finetuned
349,The pacing was off and the ending felt rushed.,Movies,neutral,0.805,BERT-base-finetuned
350,The pacing was off and the ending felt rushed.,Movies,neutral,0.651,BERT-base-finetuned
351,One of the best films I've seen this year!,Movies,positive,0.855,BERT-base-finetuned
352,Visually stunning with incredible performances!,Movies,positive,0.811,BERT-base-finetuned
353,An absolute masterpiece that will leave you speechless!,Movies,positive,0.771,BERT-base-finetuned
354,Absolutely brilliant from start to finish!,Movies,positive,0.829,BERT-base-finetuned
355,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.801,BERT-base-finetuned
356,A decent watch but nothing groundbreaking.,Movies,neutral,0.826,BERT-base-finetuned
357,"Overhyped and underwhelming, sadly.",Movies,neutral,0.576,BERT-base-finetuned
358,The plot was predictable and the acting was wooden.,Movies,neutral,0.776,BERT-base-finetuned
359,One of the best films I've seen this year!,Movies,positive,0.764,BERT-base-finetuned
360,A solid effort with some memorable scenes.,Movies,neutral,0.598,BERT-base-finetuned
361,An absolute masterpiece that will leave you speechless!,Movies,positive,0.918,BERT-base-finetuned
362,"Waste of time and money, completely disappointing.",Movies,negative,0.782,BERT-base-finetuned
363,The pacing was off and the ending felt rushed.,Movies,neutral,0.597,BERT-base-finetuned
364,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.729,BERT-base-finetuned
365,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.638,BERT-base-finetuned
366,"Waste of time and money, completely disappointing.",Movies,negative,0.882,BERT-base-finetuned
367,Too long and self-indulgent for my taste.,Movies,neutral,0.771,BERT-base-finetuned
368,Too long and self-indulgent for my taste.,Movies,neutral,0.612,BERT-base-finetuned
369,"Waste of time and money, completely disappointing.",Movies,negative,0.749,BERT-base-finetuned
370,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.766,BERT-base-finetuned
371,Too long and self-indulgent for my taste.,Movies,neutral,0.801,BERT-base-finetuned
372,"It had its moments, but overall pretty average.",Movies,neutral,0.835,BERT-base-finetuned
373,The pacing was off and the ending felt rushed.,Movies,neutral,0.795,BERT-base-finetuned
374,"Waste of time and money, completely disappointing.",Movies,negative,0.893,BERT-base-finetuned
375,A solid effort with some memorable scenes.,Movies,neutral,0.728,BERT-base-finetuned
376,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.861,BERT-base-finetuned
377,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.673,BERT-base-finetuned
378,"Waste of time and money, completely disappointing.",Movies,negative,0.826,BERT-base-finetuned
379,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.617,BERT-base-finetuned
380,A decent watch but nothing groundbreaking.,Movies,neutral,0.845,BERT-base-finetuned
381,An absolute masterpiece that will leave you speechless!,Movies,positive,0.785,BERT-base-finetuned
382,"It had its moments, but overall pretty average.",Movies,neutral,0.645,BERT-base-finetuned
383,The plot was predictable and the acting was wooden.,Movies,neutral,0.749,BERT-base-finetuned
384,"Overhyped and underwhelming, sadly.",Movies,neutral,0.569,BERT-base-finetuned
385,Visually stunning with incredible performances!,Movies,positive,0.841,BERT-base-finetuned
386,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.603,BERT-base-finetuned
387,Absolutely brilliant from start to finish!,Movies,positive,0.75,BERT-base-finetuned
388,The plot was predictable and the acting was wooden.,Movies,neutral,0.602,BERT-base-finetuned
389,The pacing was off and the ending felt rushed.,Movies,neutral,0.748,BERT-base-finetuned
390,An absolute masterpiece that will leave you speechless!,Movies,positive,0.971,BERT-base-finetuned
391,One of the best films I've seen this year!,Movies,positive,0.883,BERT-base-finetuned
392,"Waste of time and money, completely disappointing.",Movies,negative,0.798,BERT-base-finetuned
393,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.573,BERT-base-finetuned
394,The plot was predictable and the acting was wooden.,Movies,neutral,0.74,BERT-base-finetuned
395,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.83,BERT-base-finetuned
396,"Waste of time and money, completely disappointing.",Movies,negative,0.805,BERT-base-finetuned
397,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.769,BERT-base-finetuned
398,"Waste of time and money, completely disappointing.",Movies,negative,0.764,BERT-base-finetuned
399,"It had its moments, but overall pretty average.",Movies,neutral,0.593,BERT-base-finetuned
400,"Overhyped and underwhelming, sadly.",Movies,neutral,0.793,BERT-base-finetuned
401,"Waste of time and money, completely disappointing.",Movies,negative,0.732,BERT-base-finetuned
402,An absolute masterpiece that will leave you speechless!,Movies,positive,0.752,BERT-base-finetuned
403,Too long and self-indulgent for my taste.,Movies,neutral,0.83,BERT-base-finetuned
404,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.763,BERT-base-finetuned
405,"Waste of time and money, completely disappointing.",Movies,negative,0.836,BERT-base-finetuned
406,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.693,BERT-base-finetuned
407,"Overhyped and underwhelming, sadly.",Movies,neutral,0.562,BERT-base-finetuned
408,An absolute masterpiece that will leave you speechless!,Movies,positive,0.893,BERT-base-finetuned
409,"Waste of time and money, completely disappointing.",Movies,negative,0.772,BERT-base-finetuned
410,Too long and self-indulgent for my taste.,Movies,neutral,0.696,BERT-base-finetuned
411,The plot was predictable and the acting was wooden.,Movies,neutral,0.757,BERT-base-finetuned
412,One of the best films I've seen this year!,Movies,positive,0.844,BERT-base-finetuned
413,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.775,BERT-base-finetuned
414,Visually stunning with incredible performances!,Movies,positive,0.914,BERT-base-finetuned
415,"Overhyped and underwhelming, sadly.",Movies,neutral,0.696,BERT-base-finetuned
416,Visually stunning with incredible performances!,Movies,positive,0.857,BERT-base-finetuned
417,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.67,BERT-base-finetuned
418,A solid effort with some memorable scenes.,Movies,neutral,0.565,BERT-base-finetuned
419,One of the best films I've seen this year!,Movies,positive,0.861,BERT-base-finetuned
420,The pacing was off and the ending felt rushed.,Movies,neutral,0.606,BERT-base-finetuned
421,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.709,BERT-base-finetuned
422,One of the best films I've seen this year!,Movies,positive,0.808,BERT-base-finetuned
423,Absolutely brilliant from start to finish!,Movies,positive,0.754,BERT-base-finetuned
424,A solid effort with some memorable scenes.,Movies,neutral,0.6,BERT-base-finetuned
425,"Waste of time and money, completely disappointing.",Movies,negative,0.778,BERT-base-finetuned
426,A solid effort with some memorable scenes.,Movies,neutral,0.716,BERT-base-finetuned
427,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.723,BERT-base-finetuned
428,The pacing was off and the ending felt rushed.,Movies,neutral,0.574,BERT-base-finetuned
429,"Overhyped and underwhelming, sadly.",Movies,neutral,0.797,BERT-base-finetuned
430,An absolute masterpiece that will leave you speechless!,Movies,positive,0.808,BERT-base-finetuned
431,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.836,BERT-base-finetuned
432,A decent watch but nothing groundbreaking.,Movies,neutral,0.652,BERT-base-finetuned
433,Too long and self-indulgent for my taste.,Movies,neutral,0.617,BERT-base-finetuned
434,Absolutely brilliant from start to finish!,Movies,positive,0.947,BERT-base-finetuned
435,Absolutely brilliant from start to finish!,Movies,positive,0.945,BERT-base-finetuned
436,Absolutely brilliant from start to finish!,Movies,positive,0.97,BERT-base-finetuned
437,"Overhyped and underwhelming, sadly.",Movies,neutral,0.66,BERT-base-finetuned
438,Too long and self-indulgent for my taste.,Movies,neutral,0.637,BERT-base-finetuned
439,"Waste of time and money, completely disappointing.",Movies,negative,0.788,BERT-base-finetuned
440,Visually stunning with incredible performances!,Movies,positive,0.925,BERT-base-finetuned
441,The pacing was off and the ending felt rushed.,Movies,neutral,0.84,BERT-base-finetuned
442,Visually stunning with incredible performances!,Movies,positive,0.968,BERT-base-finetuned
443,Absolutely brilliant from start to finish!,Movies,positive,0.85,BERT-base-finetuned
444,A solid effort with some memorable scenes.,Movies,neutral,0.617,BERT-base-finetuned
445,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.57,BERT-base-finetuned
446,The pacing was off and the ending felt rushed.,Movies,neutral,0.693,BERT-base-finetuned
447,A decent watch but nothing groundbreaking.,Movies,neutral,0.576,BERT-base-finetuned
448,Absolutely brilliant from start to finish!,Movies,positive,0.858,BERT-base-finetuned
449,The plot was predictable and the acting was wooden.,Movies,neutral,0.763,BERT-base-finetuned
450,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.591,BERT-base-finetuned
451,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.592,BERT-base-finetuned
452,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.662,BERT-base-finetuned
453,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.925,BERT-base-finetuned
454,One of the best films I've seen this year!,Movies,positive,0.976,BERT-base-finetuned
455,"It had its moments, but overall pretty average.",Movies,neutral,0.696,BERT-base-finetuned
456,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.724,BERT-base-finetuned
457,A decent watch but nothing groundbreaking.,Movies,neutral,0.564,BERT-base-finetuned
458,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.75,BERT-base-finetuned
459,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.887,BERT-base-finetuned
460,"Waste of time and money, completely disappointing.",Movies,negative,0.848,BERT-base-finetuned
461,"It had its moments, but overall pretty average.",Movies,neutral,0.736,BERT-base-finetuned
462,The pacing was off and the ending felt rushed.,Movies,neutral,0.725,BERT-base-finetuned
463,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.641,BERT-base-finetuned
464,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.592,BERT-base-finetuned
465,A solid effort with some memorable scenes.,Movies,neutral,0.805,BERT-base-finetuned
466,"It had its moments, but overall pretty average.",Movies,neutral,0.736,BERT-base-finetuned
467,An absolute masterpiece that will leave you speechless!,Movies,positive,0.89,BERT-base-finetuned
468,Too long and self-indulgent for my taste.,Movies,neutral,0.705,BERT-base-finetuned
469,An absolute masterpiece that will leave you speechless!,Movies,positive,0.927,BERT-base-finetuned
470,An absolute masterpiece that will leave you speechless!,Movies,positive,0.868,BERT-base-finetuned
471,Visually stunning with incredible performances!,Movies,positive,0.943,BERT-base-finetuned
472,"It had its moments, but overall pretty average.",Movies,neutral,0.629,BERT-base-finetuned
473,Visually stunning with incredible performances!,Movies,positive,0.817,BERT-base-finetuned
474,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.815,BERT-base-finetuned
