sentence_id,review_text,predicted_sentiment,confidence_score,dataset,movie_genre,review_length
352,The movie was decent but also entertaining.,neutral,0.986,SST-3 (Movies),Drama,7
353,"Nothing special, just modest.",neutral,0.651,SST-3 (Movies),Action,4
354,"This film exceeded all expectations, it was excellent.",positive,0.78,SST-3 (Movies),Romance,8
355,A spectacular masterpiece that blew me away.,positive,0.9,SST-3 (Movies),Horror,7
356,Absolutely spectacular film!,positive,0.72,SST-3 (Movies),Action,3
357,The cinematography was stunning and incredible.,positive,0.678,SST-3 (Movies),Action,6
358,The direction was awful and the script was annoying.,negative,0.847,SST-3 (Movies),Romance,9
359,"This film exceeded all expectations, it was powerful.",positive,0.943,SST-3 (Movies),Romance,8
360,A mediocre movie that had some good moments.,neutral,0.94,SST-3 (Movies),Comedy,8
361,This movie was incredible!,positive,0.948,SST-3 (Movies),Action,4
362,The acting was brilliant and the story was incredible.,positive,0.656,SST-3 (Movies),Sci-Fi,9
363,What a wonderful experience!,positive,0.685,SST-3 (Movies),Romance,4
364,"Not great, not terrible, just so-so.",neutral,0.738,SST-3 (Movies),Romance,6
365,What a superb experience!,positive,0.653,SST-3 (Movies),Sci-Fi,4
366,It was an fair film.,neutral,0.738,SST-3 (Movies),Drama,5
367,The direction was awful and the script was laughable.,negative,0.97,SST-3 (Movies),Action,9
368,This is hands down the pointless film of the year.,negative,0.625,SST-3 (Movies),Comedy,10
369,"This film exceeded all expectations, it was stellar.",positive,0.68,SST-3 (Movies),Romance,8
370,The direction was awful and the script was mediocre.,negative,0.87,SST-3 (Movies),Drama,9
371,I was amazed by this incredible film.,positive,0.611,SST-3 (Movies),Horror,7
372,What a pathetic waste of time.,negative,0.87,SST-3 (Movies),Romance,6
373,I was amazed by this incredible film.,positive,0.64,SST-3 (Movies),Action,7
374,It was decent - that's all I can say.,neutral,0.616,SST-3 (Movies),Action,9
375,Brilliant performances throughout!,positive,0.615,SST-3 (Movies),Action,3
376,The acting was decent and the story was fair.,neutral,0.653,SST-3 (Movies),Comedy,9
377,The acting was terrible and the plot was terrible.,negative,0.823,SST-3 (Movies),Drama,9
378,The acting was wonderful and the story was incredible.,positive,0.761,SST-3 (Movies),Comedy,9
379,I've never seen such laughable performances.,negative,0.957,SST-3 (Movies),Comedy,6
380,Absolutely magnificent film!,positive,0.663,SST-3 (Movies),Drama,3
381,It was average - that's all I can say.,neutral,0.73,SST-3 (Movies),Comedy,9
382,A disappointing disaster that disappointed me.,negative,0.665,SST-3 (Movies),Horror,6
383,I was amazed by this incredible film.,positive,0.94,SST-3 (Movies),Horror,7
384,I've never seen such ridiculous performances.,negative,0.939,SST-3 (Movies),Romance,6
385,One of the most magnificent movies I've ever seen.,positive,0.868,SST-3 (Movies),Romance,9
386,This movie was ridiculous.,negative,0.921,SST-3 (Movies),Comedy,4
387,Absolutely wonderful film!,positive,0.945,SST-3 (Movies),Romance,3
388,One of the most powerful movies I've ever seen.,positive,0.727,SST-3 (Movies),Sci-Fi,9
389,It was mediocre - that's all I can say.,neutral,0.799,SST-3 (Movies),Sci-Fi,9
390,I was amazed by this incredible film.,positive,0.839,SST-3 (Movies),Horror,7
391,What a powerful experience!,positive,0.829,SST-3 (Movies),Comedy,4
392,The direction was awful and the script was nonsensical.,negative,0.98,SST-3 (Movies),Sci-Fi,9
393,What a annoying waste of time.,negative,0.707,SST-3 (Movies),Sci-Fi,6
394,It was an adequate film.,neutral,0.604,SST-3 (Movies),Action,5
395,Boring from start to finish.,negative,0.85,SST-3 (Movies),Comedy,5
396,The cinematography was stunning and superb.,positive,0.868,SST-3 (Movies),Romance,6
397,Brilliant performances throughout!,positive,0.893,SST-3 (Movies),Sci-Fi,3
398,One of the most amazing movies I've ever seen.,positive,0.956,SST-3 (Movies),Comedy,9
399,The direction was awful and the script was laughable.,negative,0.986,SST-3 (Movies),Comedy,9
400,It was ordinary - that's all I can say.,neutral,0.77,SST-3 (Movies),Drama,9
401,The cinematography was stunning and fantastic.,positive,0.775,SST-3 (Movies),Sci-Fi,6
402,I was amazed by this incredible film.,positive,0.828,SST-3 (Movies),Action,7
403,One of the most incredible movies I've ever seen.,positive,0.73,SST-3 (Movies),Sci-Fi,9
404,I have mixed feelings about this film.,neutral,0.856,SST-3 (Movies),Horror,7
405,The acting was decent and the story was unremarkable.,neutral,0.863,SST-3 (Movies),Horror,9
406,Absolutely remarkable film!,positive,0.71,SST-3 (Movies),Sci-Fi,3
407,Boring from start to finish.,negative,0.763,SST-3 (Movies),Romance,5
408,The acting was terrible and the plot was boring.,negative,0.83,SST-3 (Movies),Horror,9
409,One of the most wonderful movies I've ever seen.,positive,0.973,SST-3 (Movies),Comedy,9
410,What a brilliant experience!,positive,0.633,SST-3 (Movies),Action,4
411,A so-so movie that had some good moments.,neutral,0.919,SST-3 (Movies),Romance,8
412,One of the most wonderful movies I've ever seen.,positive,0.931,SST-3 (Movies),Drama,9
413,This is hands down the frustrating film of the year.,negative,0.602,SST-3 (Movies),Sci-Fi,10
414,The acting was decent and the story was tolerable.,neutral,0.874,SST-3 (Movies),Horror,9
415,This is hands down the frustrating film of the year.,negative,0.967,SST-3 (Movies),Sci-Fi,10
416,"This film exceeded all expectations, it was superb.",positive,0.872,SST-3 (Movies),Comedy,8
417,A unforgettable masterpiece that blew me away.,positive,0.985,SST-3 (Movies),Horror,7
418,"This film exceeded all expectations, it was fantastic.",positive,0.703,SST-3 (Movies),Horror,8
419,Terrible - I want my money back!,negative,0.67,SST-3 (Movies),Comedy,7
420,Complete disaster - don't waste your money.,negative,0.894,SST-3 (Movies),Horror,7
421,The movie was adequate but also entertaining.,neutral,0.989,SST-3 (Movies),Sci-Fi,7
422,"This film exceeded all expectations, it was remarkable.",positive,0.716,SST-3 (Movies),Horror,8
423,The direction was awful and the script was pathetic.,negative,0.613,SST-3 (Movies),Drama,9
424,I was amazed by this incredible film.,positive,0.917,SST-3 (Movies),Action,7
425,The acting was terrible and the plot was frustrating.,negative,0.715,SST-3 (Movies),Comedy,9
426,This movie was wonderful!,positive,0.843,SST-3 (Movies),Action,4
427,A laughable disaster that disappointed me.,negative,0.82,SST-3 (Movies),Sci-Fi,6
428,"Not great, not terrible, just acceptable.",neutral,0.871,SST-3 (Movies),Comedy,6
429,I was amazed by this incredible film.,positive,0.815,SST-3 (Movies),Romance,7
430,A ordinary movie that had some good moments.,neutral,0.858,SST-3 (Movies),Drama,8
431,"This film exceeded all expectations, it was brilliant.",positive,0.988,SST-3 (Movies),Romance,8
432,"This film exceeded all expectations, it was spectacular.",positive,0.752,SST-3 (Movies),Action,8
433,I was amazed by this incredible film.,positive,0.842,SST-3 (Movies),Sci-Fi,7
434,I was amazed by this incredible film.,positive,0.815,SST-3 (Movies),Sci-Fi,7
435,This movie was pointless.,negative,0.756,SST-3 (Movies),Action,4
436,What a dreadful waste of time.,negative,0.669,SST-3 (Movies),Sci-Fi,6
437,"Not great, not terrible, just unremarkable.",neutral,0.92,SST-3 (Movies),Horror,6
438,I've never seen such dreadful performances.,negative,0.673,SST-3 (Movies),Drama,6
439,What a extraordinary experience!,positive,0.777,SST-3 (Movies),Action,4
440,A adequate movie that had some good moments.,neutral,0.933,SST-3 (Movies),Sci-Fi,8
441,I was amazed by this incredible film.,positive,0.647,SST-3 (Movies),Romance,7
442,The direction was awful and the script was horrible.,negative,0.959,SST-3 (Movies),Drama,9
443,This movie was ridiculous.,negative,0.968,SST-3 (Movies),Sci-Fi,4
444,"This film exceeded all expectations, it was spectacular.",positive,0.709,SST-3 (Movies),Sci-Fi,8
445,I have mixed feelings about this film.,neutral,0.821,SST-3 (Movies),Drama,7
446,This movie was terrible.,negative,0.811,SST-3 (Movies),Drama,4
447,Absolutely fantastic film!,positive,0.82,SST-3 (Movies),Action,3
448,A passable movie that had some good moments.,neutral,0.977,SST-3 (Movies),Sci-Fi,8
449,Brilliant performances throughout!,positive,0.659,SST-3 (Movies),Horror,3
450,Absolutely spectacular film!,positive,0.946,SST-3 (Movies),Horror,3
451,"This film exceeded all expectations, it was excellent.",positive,0.607,SST-3 (Movies),Action,8
452,This movie was terrible.,negative,0.835,SST-3 (Movies),Comedy,4
453,The movie was acceptable but also entertaining.,neutral,0.846,SST-3 (Movies),Romance,7
454,One of the most fantastic movies I've ever seen.,positive,0.642,SST-3 (Movies),Comedy,9
455,"Nothing special, just so-so.",neutral,0.972,SST-3 (Movies),Sci-Fi,4
456,The cinematography was stunning and unforgettable.,positive,0.873,SST-3 (Movies),Sci-Fi,6
457,A unforgettable masterpiece that blew me away.,positive,0.776,SST-3 (Movies),Comedy,7
458,Brilliant performances throughout!,positive,0.654,SST-3 (Movies),Horror,3
459,I've never seen such terrible performances.,negative,0.983,SST-3 (Movies),Romance,6
460,A remarkable masterpiece that blew me away.,positive,0.937,SST-3 (Movies),Action,7
461,The acting was incredible and the story was incredible.,positive,0.712,SST-3 (Movies),Comedy,9
462,It was so-so - that's all I can say.,neutral,0.601,SST-3 (Movies),Action,9
463,The acting was decent and the story was decent.,neutral,0.778,SST-3 (Movies),Romance,9
464,The acting was decent and the story was ordinary.,neutral,0.854,SST-3 (Movies),Sci-Fi,9
465,A remarkable masterpiece that blew me away.,positive,0.976,SST-3 (Movies),Comedy,7
466,"Some parts were good, others were passable.",neutral,0.75,SST-3 (Movies),Romance,7
467,A dreadful disaster that disappointed me.,negative,0.936,SST-3 (Movies),Romance,6
468,Brilliant performances throughout!,positive,0.88,SST-3 (Movies),Comedy,3
469,What a boring waste of time.,negative,0.799,SST-3 (Movies),Action,6
470,Brilliant performances throughout!,positive,0.772,SST-3 (Movies),Comedy,3
471,A excellent masterpiece that blew me away.,positive,0.863,SST-3 (Movies),Romance,7
472,The movie was decent but also entertaining.,neutral,0.952,SST-3 (Movies),Action,7
473,What a amazing experience!,positive,0.768,SST-3 (Movies),Sci-Fi,4
474,Absolutely outstanding film!,positive,0.724,SST-3 (Movies),Romance,3
475,One of the most fantastic movies I've ever seen.,positive,0.822,SST-3 (Movies),Comedy,9
476,It was an fair film.,neutral,0.86,SST-3 (Movies),Action,5
477,I was amazed by this incredible film.,positive,0.628,SST-3 (Movies),Horror,7
478,"Not great, not terrible, just fair.",neutral,0.895,SST-3 (Movies),Horror,6
479,Absolutely magnificent film!,positive,0.876,SST-3 (Movies),Comedy,3
480,It's a decent experience overall.,neutral,0.979,SST-3 (Movies),Drama,5
481,Boring from start to finish.,negative,0.622,SST-3 (Movies),Horror,5
482,Absolutely superb film!,positive,0.698,SST-3 (Movies),Romance,3
483,A nonsensical disaster that disappointed me.,negative,0.623,SST-3 (Movies),Sci-Fi,6
484,Boring from start to finish.,negative,0.863,SST-3 (Movies),Romance,5
485,The cinematography was stunning and extraordinary.,positive,0.737,SST-3 (Movies),Horror,6
486,Brilliant performances throughout!,positive,0.766,SST-3 (Movies),Romance,3
487,Brilliant performances throughout!,positive,0.627,SST-3 (Movies),Romance,3
488,A remarkable masterpiece that blew me away.,positive,0.798,SST-3 (Movies),Sci-Fi,7
489,Absolutely superb film!,positive,0.696,SST-3 (Movies),Action,3
490,I've never seen such pathetic performances.,negative,0.673,SST-3 (Movies),Sci-Fi,6
491,One of the most brilliant movies I've ever seen.,positive,0.825,SST-3 (Movies),Sci-Fi,9
492,I was amazed by this incredible film.,positive,0.964,SST-3 (Movies),Sci-Fi,7
493,The acting was terrible and the plot was boring.,negative,0.977,SST-3 (Movies),Action,9
494,A modest movie that had some good moments.,neutral,0.626,SST-3 (Movies),Sci-Fi,8
495,Complete disaster - don't waste your money.,negative,0.864,SST-3 (Movies),Sci-Fi,7
496,Absolutely stellar film!,positive,0.612,SST-3 (Movies),Action,3
497,I've never seen such horrible performances.,negative,0.981,SST-3 (Movies),Horror,6
498,I've never seen such terrible performances.,negative,0.658,SST-3 (Movies),Romance,6
499,This movie was incredible!,positive,0.742,SST-3 (Movies),Action,4
500,"Not great, not terrible, just ordinary.",neutral,0.848,SST-3 (Movies),Romance,6
501,Terrible - I want my money back!,negative,0.79,SST-3 (Movies),Romance,7
502,This movie was mediocre.,negative,0.689,SST-3 (Movies),Comedy,4
503,What a amazing experience!,positive,0.785,SST-3 (Movies),Comedy,4
504,This is hands down the dreadful film of the year.,negative,0.618,SST-3 (Movies),Sci-Fi,10
505,One of the most magnificent movies I've ever seen.,positive,0.789,SST-3 (Movies),Comedy,9
506,Boring from start to finish.,negative,0.74,SST-3 (Movies),Drama,5
507,This movie was remarkable!,positive,0.777,SST-3 (Movies),Sci-Fi,4
508,The acting was decent and the story was middling.,neutral,0.779,SST-3 (Movies),Comedy,9
509,Complete disaster - don't waste your money.,negative,0.81,SST-3 (Movies),Sci-Fi,7
510,I was amazed by this incredible film.,positive,0.786,SST-3 (Movies),Sci-Fi,7
511,"This film exceeded all expectations, it was unforgettable.",positive,0.645,SST-3 (Movies),Sci-Fi,8
512,One of the most excellent movies I've ever seen.,positive,0.801,SST-3 (Movies),Comedy,9
513,The acting was terrible and the plot was terrible.,negative,0.706,SST-3 (Movies),Comedy,9
514,What a spectacular experience!,positive,0.981,SST-3 (Movies),Sci-Fi,4
515,A fantastic masterpiece that blew me away.,positive,0.672,SST-3 (Movies),Action,7
516,This movie was mediocre.,negative,0.622,SST-3 (Movies),Sci-Fi,4
517,Absolutely incredible film!,positive,0.658,SST-3 (Movies),Romance,3
518,The acting was wonderful and the story was incredible.,positive,0.848,SST-3 (Movies),Romance,9
519,Terrible - I want my money back!,negative,0.878,SST-3 (Movies),Comedy,7
520,What a ridiculous waste of time.,negative,0.934,SST-3 (Movies),Romance,6
521,The acting was terrible and the plot was annoying.,negative,0.73,SST-3 (Movies),Sci-Fi,9
522,This is hands down the dreadful film of the year.,negative,0.716,SST-3 (Movies),Romance,10
523,The acting was decent and the story was tolerable.,neutral,0.69,SST-3 (Movies),Sci-Fi,9
524,The cinematography was stunning and unforgettable.,positive,0.789,SST-3 (Movies),Romance,6
525,Terrible - I want my money back!,negative,0.925,SST-3 (Movies),Sci-Fi,7
526,A disappointing disaster that disappointed me.,negative,0.842,SST-3 (Movies),Romance,6
527,A disappointing disaster that disappointed me.,negative,0.608,SST-3 (Movies),Horror,6
528,This movie was brilliant!,positive,0.96,SST-3 (Movies),Romance,4
529,The direction was awful and the script was mediocre.,negative,0.712,SST-3 (Movies),Sci-Fi,9
530,What a outstanding experience!,positive,0.976,SST-3 (Movies),Sci-Fi,4
531,This movie was amazing!,positive,0.941,SST-3 (Movies),Drama,4
532,Absolutely amazing film!,positive,0.64,SST-3 (Movies),Sci-Fi,3
533,One of the most powerful movies I've ever seen.,positive,0.98,SST-3 (Movies),Drama,9
534,Absolutely stellar film!,positive,0.733,SST-3 (Movies),Sci-Fi,3
